query,rank,work_id,doi,title,publication_year,publication_date,cited_by_count,type
coding agent evaluation reliability security,112,https://openalex.org/W4410553253,https://doi.org/10.1109/saner64311.2025.00068,"Evaluating Software Development Agents: Patch Patterns, Code Quality, and Issue Complexity in Real-World GitHub Scenarios",2025,2025-03-04,7,conference-paper
coding agent evaluation reliability security,113,https://openalex.org/W4386065491,https://doi.org/10.1109/access.2023.3307467,On the (in)Security of the Control Plane of SDN Architecture: A Survey,2023,2023-01-01,63,article
coding agent evaluation reliability security,114,https://openalex.org/W4394781239,https://doi.org/10.1007/s10586-024-04507-2,Data breaches in healthcare: security mechanisms for attack mitigation,2024,2024-04-13,76,article
coding agent evaluation reliability security,115,https://openalex.org/W4322775556,https://doi.org/10.1186/s13677-023-00406-w,OpenStackDP: a scalable network security framework for SDN-based OpenStack cloud infrastructure,2023,2023-02-28,100,article
coding agent evaluation reliability security,116,https://openalex.org/W4320003957,https://doi.org/10.48550/arxiv.2211.09110,Holistic Evaluation of Language Models,2022,2022-11-16,127,preprint
coding agent evaluation reliability security,117,https://openalex.org/W4225323055,https://doi.org/10.48550/arxiv.2204.14198,Flamingo: a Visual Language Model for Few-Shot Learning,2022,2022-04-29,1251,preprint
coding agent evaluation reliability security,118,https://openalex.org/W4206010938,https://doi.org/10.7717/peerj-cs.779,Microservice security: a systematic literature review,2022,2022-01-05,59,review
coding agent evaluation reliability security,119,https://openalex.org/W4404518338,https://doi.org/10.1609/aies.v7i1.31647,Red-Teaming for Generative AI: Silver Bullet or Security Theater?,2024,2024-10-16,65,conference-paper
coding agent evaluation reliability security,120,https://openalex.org/W4386142022,https://doi.org/10.1007/s12559-023-10179-8,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,2023,2023-08-24,1997,article
coding agent evaluation reliability security,121,https://openalex.org/W4389504244,https://doi.org/10.1093/jamia/ocad222,Evaluation framework for conversational agents with artificial intelligence in health interventions: a systematic scoping review,2023,2023-12-09,49,article
coding agent evaluation reliability security,122,https://openalex.org/W4389692984,https://doi.org/10.61092/iaea.rrxi-t56z,IAEA Nuclear Safety and Security Glossary,2022,2022-10-01,62,book
coding agent evaluation reliability security,123,https://openalex.org/W4225596160,https://doi.org/10.1109/access.2022.3168976,Systematic Literature Review of Security Event Correlation Methods,2022,2022-01-01,60,review
coding agent evaluation reliability security,124,https://openalex.org/W4392106982,https://doi.org/10.1007/s43681-024-00443-4,AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business,2024,2024-02-23,97,article
coding agent evaluation reliability security,125,https://openalex.org/W4292553941,https://doi.org/10.3390/s22166286,A Survey on UAV Computing Platforms: A Hardware Reliability Perspective,2022,2022-08-21,71,article
coding agent evaluation reliability security,126,https://openalex.org/W4382618722,https://doi.org/10.1016/j.fmre.2026.03.026,Chatlaw: A Multi-Agent Legal Assistant based on a Role-Aligned Mixture-of-Experts Architecture,2026,2026-05-01,94,article
coding agent evaluation reliability security,127,https://openalex.org/W4385412351,https://doi.org/10.1109/eurosp57164.2023.00022,SoK: Explainable Machine Learning for Computer Security Applications,2023,2023-07-01,57,conference-paper
coding agent evaluation reliability security,128,https://openalex.org/W4414437166,https://doi.org/10.1145/3769082,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,2025,2025-09-23,51,article
coding agent evaluation reliability security,129,https://openalex.org/W3133686735,https://doi.org/10.1109/access.2022.3163580,Thinking Out of the Blocks: Holochain for Distributed Security in IoT Healthcare,2022,2022-01-01,75,article
coding agent evaluation reliability security,130,https://openalex.org/W4396589252,https://doi.org/10.1186/s42400-023-00200-w,"Study of smart grid cyber-security, examining architectures, communication networks, cyber-attacks, countermeasure techniques, and challenges",2024,2024-05-01,112,article
coding agent evaluation reliability security,131,https://openalex.org/W4226170007,https://doi.org/10.1109/ojcoms.2022.3169500,Security and Privacy Issues in Autonomous Vehicles: A Layer-Based Survey,2022,2022-01-01,80,article
coding agent evaluation reliability security,132,https://openalex.org/W4318479589,https://doi.org/10.1007/s11042-023-14400-6,The current state and future of mobile security in the light of the recent mobile security threat reports,2023,2023-01-30,46,article
coding agent evaluation reliability security,133,https://openalex.org/W4410784299,https://doi.org/10.3390/s25113341,Machine Learning-Based Security Solutions for IoT Networks: A Comprehensive Survey,2025,2025-05-26,67,article
coding agent evaluation reliability security,134,https://openalex.org/W4391386032,https://doi.org/10.3390/a17020062,Program Code Generation with Generative AIs,2024,2024-01-31,65,article
coding agent evaluation reliability security,135,https://openalex.org/W4362508448,https://doi.org/10.48550/arxiv.2303.17760,"CAMEL: Communicative Agents for ""Mind"" Exploration of Large Language Model Society",2023,2023-03-31,100,preprint
coding agent evaluation reliability security,136,https://openalex.org/W4308118402,https://doi.org/10.3390/su142114226,Smart Grid Cyber Security Enhancement: Challenges and Solutions—A Review,2022,2022-10-31,69,article
coding agent evaluation reliability security,137,https://openalex.org/W4324142623,https://doi.org/10.1145/3587255,Understanding Indicators of Compromise against Cyber-attacks in Industrial Control Systems: A Security Perspective,2023,2023-03-14,78,article
coding agent evaluation reliability security,138,https://openalex.org/W4407085153,https://doi.org/10.3390/fi17020057,AI Agents Meet Blockchain: A Survey on Secure and Scalable Collaboration for Multi-Agents,2025,2025-02-02,53,article
coding agent evaluation reliability security,139,https://openalex.org/W4375949262,https://doi.org/10.21203/rs.3.rs-2895792/v1,A Categorical Archive of ChatGPT Failures,2023,2023-05-09,431,preprint
coding agent evaluation reliability security,140,https://openalex.org/W4393169119,https://doi.org/10.2196/56114,Evaluating the Potential and Pitfalls of AI-Powered Conversational Agents as Humanlike Virtual Health Carers in the Remote Management of Noncommunicable Diseases: Scoping Review,2024,2024-03-25,68,article
coding agent evaluation reliability security,141,https://openalex.org/W4394897042,https://doi.org/10.1109/access.2024.3390581,Evaluation of Machine Learning Approaches for Precision Farming in Smart Agriculture System: A Comprehensive Review,2024,2024-01-01,221,article
coding agent evaluation reliability security,142,https://openalex.org/W4297536201,https://doi.org/10.1007/s11036-022-02042-1,"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach",2022,2022-09-29,57,article
coding agent evaluation reliability security,143,https://openalex.org/W4283724392,https://doi.org/10.1145/3546069,Pump Up Password Security! Evaluating and Enhancing Risk-Based Authentication on a Real-World Large-Scale Online Service,2022,2022-06-30,46,article
coding agent evaluation reliability security,144,https://openalex.org/W4411523078,https://doi.org/10.1145/3728894,"LLM Hallucinations in Practical Code Generation: Phenomena, Mechanism, and Mitigation",2025,2025-06-22,87,article
coding agent evaluation reliability security,145,https://openalex.org/W4310206563,https://doi.org/10.3390/electronics11233934,Comparative Evaluation of AI-Based Techniques for Zero-Day Attacks Detection,2022,2022-11-28,113,article
coding agent evaluation reliability security,146,https://openalex.org/W4406932573,https://doi.org/10.1007/s40747-024-01664-0,A survey of security threats in federated learning,2025,2025-01-29,53,article
coding agent evaluation reliability security,147,https://openalex.org/W4313254192,https://doi.org/10.1016/j.engappai.2022.105760,An intelligent intrusion detection and performance reliability evaluation mechanism in mobile ad-hoc networks,2022,2022-12-26,33,article
coding agent evaluation reliability security,148,https://openalex.org/W4304109184,https://doi.org/10.36227/techrxiv.19255058.v3,"A Survey on Metaverse: Fundamentals, Security, and Privacy",2022,2022-10-10,49,preprint
coding agent evaluation reliability security,149,https://openalex.org/W4387461693,https://doi.org/10.3390/e25101429,"Artificial Intelligence (AI) Trust Framework and Maturity Model: Applying an Entropy Lens to Improve Security, Privacy, and Ethical AI",2023,2023-10-09,103,article
coding agent evaluation reliability security,150,https://openalex.org/W4306292106,https://doi.org/10.1007/s10462-022-10286-2,"AI-big data analytics for building automation and management systems: a survey, actual challenges and future perspectives",2022,2022-10-15,523,article
coding agent evaluation reliability security,151,https://openalex.org/W4383824240,https://doi.org/10.2196/46548,"Factors Influencing the Acceptability, Acceptance, and Adoption of Conversational Agents in Health Care: Integrative Review",2023,2023-07-10,95,article
coding agent evaluation reliability security,152,https://openalex.org/W4366262984,https://doi.org/10.1016/j.inffus.2023.101805,Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence,2023,2023-04-18,1691,article
coding agent evaluation reliability security,153,https://openalex.org/W4405965505,https://doi.org/10.3390/en18010141,"Security of Smart Grid: Cybersecurity Issues, Potential Cyberattacks, Major Incidents, and Future Directions",2025,2025-01-01,81,article
coding agent evaluation reliability security,154,https://openalex.org/W4399300323,https://doi.org/10.3390/s24113571,Systematic Literature Review of IoT Botnet DDOS Attacks and Evaluation of Detection Techniques,2024,2024-06-01,94,review
coding agent evaluation reliability security,155,https://openalex.org/W4312179053,https://doi.org/10.1177/00472875221138792,Tourism and Troubles: Effects of Security Threats on the Global Travel and Tourism Industry Performance,2022,2022-12-23,76,article
coding agent evaluation reliability security,156,https://openalex.org/W4388981618,https://doi.org/10.2196/47217,Evaluation of the Current State of Chatbots for Digital Health: Scoping Review,2023,2023-11-24,93,article
coding agent evaluation reliability security,157,https://openalex.org/W4391621220,https://doi.org/10.1109/access.2024.3363657,"Security Considerations in AI-Robotics: A Survey of Current Methods, Challenges, and Opportunities",2024,2024-01-01,64,article
coding agent evaluation reliability security,158,https://openalex.org/W4407389004,https://doi.org/10.3390/computers14020061,A Literature Review on Security in the Internet of Things: Identifying and Analysing Critical Categories,2025,2025-02-11,59,article
coding agent evaluation reliability security,159,https://openalex.org/W4386958277,https://doi.org/10.1186/s12909-023-04698-z,Revolutionizing healthcare: the role of artificial intelligence in clinical practice,2023,2023-09-22,3086,article
coding agent evaluation reliability security,160,https://openalex.org/W4406842332,https://doi.org/10.3390/smartcities8010019,LLM Agents for Smart City Management: Enhancing Decision Support Through Multi-Agent AI Systems,2025,2025-01-24,57,article
coding agent evaluation reliability security,161,https://openalex.org/W4225153904,https://doi.org/10.1145/3491102.3517500,"Designing Human-Agent Collaborations: Commitment, responsiveness, and support",2022,2022-04-28,63,conference-paper
coding agent evaluation reliability security,162,https://openalex.org/W4399357038,https://doi.org/10.48550/arxiv.2406.00515,A Survey on Large Language Models for Code Generation,2024,2024-06-01,61,preprint
coding agent evaluation reliability security,163,https://openalex.org/W4393125509,https://doi.org/10.11591/ijeecs.v34.i2.pp1304-1314,A randomized blockchain consensus algorithm for enhancing security in health insurance,2024,2024-03-23,45,article
coding agent evaluation reliability security,164,https://openalex.org/W4405618561,https://doi.org/10.1080/08839514.2024.2439610,"Evaluating LLMs for Code Generation in HRI: A Comparative Study of ChatGPT, Gemini, and Claude",2024,2024-12-19,33,article
coding agent evaluation reliability security,165,https://openalex.org/W4403911793,https://doi.org/10.30574/gjeta.2024.21.1.0193,Impact of AI on cybersecurity and security compliance,2024,2024-10-30,42,article
coding agent evaluation reliability security,166,https://openalex.org/W4380143024,https://doi.org/10.1109/access.2023.3281480,"eBPF: A New Approach to Cloud-Native Observability, Networking and Security for Current (5G) and Future Mobile Networks (6G and Beyond)",2023,2023-01-01,66,article
coding agent evaluation reliability security,167,https://openalex.org/W4378220779,https://doi.org/10.3390/iot4020009,IoT Health Devices: Exploring Security Risks in the Connected Landscape,2023,2023-05-25,59,article
coding agent evaluation reliability security,168,https://openalex.org/W4386220180,https://doi.org/10.3390/s23177470,"A Survey on Industrial Internet of Things Security: Requirements, Attacks, AI-Based Solutions, and Edge Computing Opportunities",2023,2023-08-28,91,article
coding agent evaluation reliability security,169,https://openalex.org/W4378474292,https://doi.org/10.48550/arxiv.2305.15324,Model evaluation for extreme risks,2023,2023-05-24,59,preprint
coding agent evaluation reliability security,170,https://openalex.org/W4404783192,https://doi.org/10.18653/v1/2024.emnlp-demo.8,AUTOGEN STUDIO: A No-Code Developer Tool for Building and Debugging Multi-Agent Systems,2024,2024-01-01,23,conference-paper
coding agent evaluation reliability security,171,https://openalex.org/W4377103256,https://doi.org/10.3390/computers12050107,Strengthening the Security of Smart Contracts through the Power of Artificial Intelligence,2023,2023-05-18,54,article
coding agent evaluation reliability security,172,https://openalex.org/W4411875271,https://doi.org/10.1038/s41598-025-05257-w,A hybrid AI-Blockchain security framework for smart grids,2025,2025-07-01,50,article
coding agent evaluation reliability security,173,https://openalex.org/W4413736352,https://doi.org/10.1007/s10462-025-11340-5,Multi-agent reinforcement learning for resources allocation optimization: a survey,2025,2025-08-27,80,article
coding agent evaluation reliability security,174,https://openalex.org/W4396578638,https://doi.org/10.1007/s10462-024-10776-5,Research trends in deep learning and machine learning for cloud computing security,2024,2024-05-02,69,article
coding agent evaluation reliability security,175,https://openalex.org/W4406231153,https://doi.org/10.48550/arxiv.2501.04227,Agent Laboratory: Using LLM Agents as Research Assistants,2025,2025-01-08,29,preprint
coding agent evaluation reliability security,176,https://openalex.org/W4307216913,https://doi.org/10.1016/j.jksuci.2022.10.018,"Data provenance for cloud forensic investigations, security, challenges, solutions and future perspectives: A survey",2022,2022-10-25,67,article
coding agent evaluation reliability security,177,https://openalex.org/W4386065456,https://doi.org/10.1109/access.2023.3307473,An Investigation of Cyber-Attacks and Security Mechanisms for Connected and Autonomous Vehicles,2023,2023-01-01,53,article
coding agent evaluation reliability security,178,https://openalex.org/W4292560065,https://doi.org/10.1155/2022/1628537,WSN Protocols and Security Challenges for Environmental Monitoring Applications: A Survey,2022,2022-08-21,57,article
coding agent evaluation reliability security,179,https://openalex.org/W4388634666,https://doi.org/10.3390/electronics12224604,"A Comprehensive Study on the Role of Machine Learning in 5G Security: Challenges, Technologies, and Solutions",2023,2023-11-10,61,article
coding agent evaluation reliability security,180,https://openalex.org/W4385951147,https://doi.org/10.1145/3616401,Automation for Network Security Configuration: State of the Art and Research Trends,2023,2023-08-17,57,article
coding agent evaluation reliability security,181,https://openalex.org/W4404782782,https://doi.org/10.18653/v1/2024.emnlp-main.632,CodeAgent: Autonomous Communicative Agents for Code Review,2024,2024-01-01,14,conference-paper
coding agent evaluation reliability security,182,https://openalex.org/W4391019520,https://doi.org/10.1109/ojcoms.2024.3356076,Communications Security in Industry X: A Survey,2024,2024-01-01,37,article
coding agent evaluation reliability security,183,https://openalex.org/W4324061716,https://doi.org/10.3390/su15064953,"Sustainable Development for Oil and Gas Infrastructure from Risk, Reliability, and Resilience Perspectives",2023,2023-03-10,64,article
coding agent evaluation reliability security,184,https://openalex.org/W4392822190,https://doi.org/10.48550/arxiv.2403.07974,LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code,2024,2024-03-12,29,preprint
coding agent evaluation reliability security,185,https://openalex.org/W4384788009,https://doi.org/10.1109/jiot.2023.3296319,"Physical Layer Security for NOMA Systems: Requirements, Issues, and Recommendations",2023,2023-07-18,50,article
coding agent evaluation reliability security,186,https://openalex.org/W4321499901,https://doi.org/10.1186/s40561-023-00237-x,What if the devil is my guardian angel: ChatGPT as a case study of using chatbots in education,2023,2023-02-22,1811,article
coding agent evaluation reliability security,187,https://openalex.org/W4407741524,https://doi.org/10.3390/electronics14040820,A Review of Multi-Agent Reinforcement Learning Algorithms,2025,2025-02-19,61,article
coding agent evaluation reliability security,188,https://openalex.org/W4205307972,https://doi.org/10.3390/s22020572,An Industrial IoT-Based Blockchain-Enabled Secure Searchable Encryption Approach for Healthcare Systems Using Neural Network,2022,2022-01-12,220,article
coding agent evaluation reliability security,189,https://openalex.org/W4360836968,https://doi.org/10.48550/arxiv.2303.12712,Sparks of Artificial General Intelligence: Early experiments with GPT-4,2023,2023-03-22,1585,preprint
coding agent evaluation reliability security,190,https://openalex.org/W4383913712,https://doi.org/10.1111/1748-8583.12524,Human resource management in the age of generative artificial intelligence: Perspectives and research directions on ChatGPT,2023,2023-07-01,865,article
coding agent evaluation reliability security,191,https://openalex.org/W4412094111,https://doi.org/10.3390/electronics14132717,"Evaluating Trustworthiness in AI: Risks, Metrics, and Applications Across Industries",2025,2025-07-04,66,article
coding agent evaluation reliability security,192,https://openalex.org/W4389364428,https://doi.org/10.48550/arxiv.2312.02003,"A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly",2023,2023-12-04,45,preprint
coding agent evaluation reliability security,193,https://openalex.org/W4394896998,https://doi.org/10.1109/access.2024.3390612,Dynamic Security Analysis on Android: A Systematic Literature Review,2024,2024-01-01,37,review
coding agent evaluation reliability security,194,https://openalex.org/W4392369738,https://doi.org/10.1038/s41598-024-55662-w,Internet of medical things and blockchain-enabled patient-centric agent through SDN for remote patient monitoring in 5G network,2024,2024-03-04,69,article
coding agent evaluation reliability security,195,https://openalex.org/W4393259376,https://doi.org/10.1145/3654663,Machine Learning in Metaverse Security: Current Solutions and Future Challenges,2024,2024-03-28,54,article
coding agent evaluation reliability security,196,https://openalex.org/W4288391568,https://doi.org/10.1109/tai.2022.3194503,An Overview of Artificial Intelligence Ethics,2022,2022-07-28,471,article
coding agent evaluation reliability security,197,https://openalex.org/W4386884758,https://doi.org/10.3390/s23187992,Blockchain-Based Smart Farm Security Framework for the Internet of Things,2023,2023-09-20,47,article
coding agent evaluation reliability security,198,https://openalex.org/W4413801638,https://doi.org/10.1056/aidbp2500144,MedAgentBench: A Virtual EHR Environment to Benchmark Medical LLM Agents,2025,2025-08-14,53,article
coding agent evaluation reliability security,199,https://openalex.org/W4292513168,https://doi.org/10.3390/s22165966,Hybrid Approach for Improving the Performance of Data Reliability in Cloud Storage Management,2022,2022-08-10,33,article
coding agent evaluation reliability security,200,https://openalex.org/W4295013852,https://doi.org/10.1016/j.jksuci.2022.08.035,"Comprehensive review on intelligent security defences in cloud: Taxonomy, security issues, ML/DL techniques, challenges and future trends",2022,2022-09-07,39,article
trustworthy AI evaluation assurance auditing,1,https://openalex.org/W4381848566,https://doi.org/10.1016/j.inffus.2023.101896,"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation",2023,2023-06-24,737,article
trustworthy AI evaluation assurance auditing,2,https://openalex.org/W4366262984,https://doi.org/10.1016/j.inffus.2023.101805,Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence,2023,2023-04-18,1691,article
trustworthy AI evaluation assurance auditing,3,https://openalex.org/W4319299406,https://doi.org/10.1111/rego.12512,Trustworthy artificial intelligence and the European Union AI act: On the conflation of trustworthiness and acceptability of risk,2023,2023-02-06,328,article
trustworthy AI evaluation assurance auditing,4,https://openalex.org/W4317748910,https://doi.org/10.6028/nist.ai.100-1,Artificial Intelligence Risk Management Framework (AI RMF 1.0),2023,2023-01-23,992,report
trustworthy AI evaluation assurance auditing,5,https://openalex.org/W4383312437,https://doi.org/10.1186/s41239-023-00408-3,A comprehensive AI policy education framework for university teaching and learning,2023,2023-07-06,1414,article
trustworthy AI evaluation assurance auditing,6,https://openalex.org/W4294559022,https://doi.org/10.1145/3561048,"Explainable AI (XAI): Core Ideas, Techniques, and Solutions",2022,2022-09-04,1320,article
trustworthy AI evaluation assurance auditing,7,https://openalex.org/W4393353064,https://doi.org/10.3390/bioengineering11040337,The Role of AI in Hospitals and Clinics: Transforming Healthcare in the 21st Century,2024,2024-03-29,899,article
trustworthy AI evaluation assurance auditing,8,https://openalex.org/W4225496733,https://doi.org/10.3389/frai.2022.779799,"Financial Risk Management and Explainable, Trustworthy, Responsible AI",2022,2022-02-28,123,article
trustworthy AI evaluation assurance auditing,9,https://openalex.org/W4388499666,https://doi.org/10.1007/s44206-023-00074-y,"Auditing of AI: Legal, Ethical and Technical Approaches",2023,2023-11-08,140,article
trustworthy AI evaluation assurance auditing,10,https://openalex.org/W4401283978,https://doi.org/10.1038/s41746-024-01196-4,The METRIC-framework for assessing data quality for trustworthy AI in medicine: a systematic review,2024,2024-08-03,151,review
trustworthy AI evaluation assurance auditing,11,https://openalex.org/W4391661563,https://doi.org/10.1109/access.2024.3364387,Trustworthiness Assurance Assessment for High-Risk AI-Based Systems,2024,2024-01-01,47,article
trustworthy AI evaluation assurance auditing,12,https://openalex.org/W4381572755,https://doi.org/10.1007/s43681-023-00289-2,Auditing large language models: a three-layered approach,2023,2023-05-30,216,article
trustworthy AI evaluation assurance auditing,13,https://openalex.org/W4283465583,https://doi.org/10.1108/aaaj-09-2020-4934,Artificial intelligence based decision-making in accounting and auditing: ethical challenges and normative thinking,2022,2022-06-21,231,article
trustworthy AI evaluation assurance auditing,14,https://openalex.org/W4412094111,https://doi.org/10.3390/electronics14132717,"Evaluating Trustworthiness in AI: Risks, Metrics, and Applications Across Industries",2025,2025-07-04,66,article
trustworthy AI evaluation assurance auditing,15,https://openalex.org/W4281723109,https://doi.org/10.1007/s43681-022-00171-7,Operationalising AI governance through ethics-based auditing: an industry case study,2022,2022-05-31,112,article
trustworthy AI evaluation assurance auditing,16,https://openalex.org/W4396928770,https://doi.org/10.1098/rsos.230859,"Towards algorithm auditing: managing legal, ethical and technological risks of AI, ML and associated algorithms",2024,2024-05-01,101,article
trustworthy AI evaluation assurance auditing,17,https://openalex.org/W4220919730,https://doi.org/10.1007/s00146-022-01415-0,What about investors? ESG analyses as tools for ethics-based AI auditing,2022,2022-03-09,110,article
trustworthy AI evaluation assurance auditing,18,https://openalex.org/W4405107520,https://doi.org/10.3390/ai5040134,Trustworthy AI: Securing Sensitive Data in Large Language Models,2024,2024-12-06,81,article
trustworthy AI evaluation assurance auditing,19,https://openalex.org/W4391335370,https://doi.org/10.1145/3630106.3658957,A Framework for Assurance Audits of Algorithmic Systems,2024,2024-06-03,45,conference-paper
trustworthy AI evaluation assurance auditing,20,https://openalex.org/W4283156811,https://doi.org/10.1145/3531146.3533158,The Fallacy of AI Functionality,2022,2022-06-20,242,conference-paper
trustworthy AI evaluation assurance auditing,21,https://openalex.org/W4361296995,https://doi.org/10.1109/tts.2023.3257627,Designing AI Using a Human-Centered Approach: Explainability and Accuracy Toward Trustworthiness,2023,2023-03-01,99,editorial
trustworthy AI evaluation assurance auditing,22,https://openalex.org/W4404866590,https://doi.org/10.3389/fdata.2024.1467222,Establishing and evaluating trustworthy AI: overview and research challenges,2024,2024-11-29,46,article
trustworthy AI evaluation assurance auditing,23,https://openalex.org/W4391334942,https://doi.org/10.1145/3630106.3659037,Black-Box Access is Insufficient for Rigorous AI Audits,2024,2024-06-03,72,conference-paper
trustworthy AI evaluation assurance auditing,24,https://openalex.org/W4402858717,https://doi.org/10.1093/jamia/ocae209,Toward a responsible future: recommendations for AI-enabled clinical decision support,2024,2024-08-13,223,article
trustworthy AI evaluation assurance auditing,25,https://openalex.org/W4304943299,https://doi.org/10.1007/s10639-022-11316-w,Ethical principles for artificial intelligence in education,2022,2022-10-13,1169,article
trustworthy AI evaluation assurance auditing,26,https://openalex.org/W4387618416,https://doi.org/10.1145/3627826,Trustworthy Recommender Systems,2023,2023-10-13,120,article
trustworthy AI evaluation assurance auditing,27,https://openalex.org/W4396536524,https://doi.org/10.1016/j.im.2024.103969,Ethics-based AI auditing: A systematic literature review on conceptualizations of ethical principles and knowledge contributions to stakeholders,2024,2024-05-01,112,review
trustworthy AI evaluation assurance auditing,28,https://openalex.org/W4391614477,https://doi.org/10.1145/3645102,"Trustworthy Distributed AI Systems: Robustness, Privacy, and Governance",2024,2024-02-07,64,article
trustworthy AI evaluation assurance auditing,29,https://openalex.org/W4413427262,https://doi.org/10.1016/j.inffus.2025.103599,"AI Agents vs. Agentic AI: A Conceptual taxonomy, applications and challenges",2025,2025-08-22,190,article
trustworthy AI evaluation assurance auditing,30,https://openalex.org/W4385156372,https://doi.org/10.1108/intr-01-2022-0042,"AI governance: themes, knowledge gaps and future agendas",2023,2023-06-27,274,article
trustworthy AI evaluation assurance auditing,31,https://openalex.org/W4392769397,https://doi.org/10.1016/j.caeai.2024.100215,Human-centred learning analytics and AI in education: A systematic literature review,2024,2024-03-13,222,review
trustworthy AI evaluation assurance auditing,32,https://openalex.org/W4393149408,https://doi.org/10.1016/j.techsoc.2024.102521,Drivers of generative AI adoption in higher education through the lens of the Theory of Planned Behaviour,2024,2024-03-25,369,article
trustworthy AI evaluation assurance auditing,33,https://openalex.org/W4414183234,https://doi.org/10.1038/s41591-025-03953-8,The STARD-AI reporting guideline for diagnostic accuracy studies using artificial intelligence,2025,2025-09-15,242,article
trustworthy AI evaluation assurance auditing,34,https://openalex.org/W4378942194,https://doi.org/10.1145/3593013.3593994,Certification Labels for Trustworthy AI: Insights From an Empirical Mixed-Method Study,2023,2023-06-12,47,conference-paper
trustworthy AI evaluation assurance auditing,35,https://openalex.org/W4387377782,https://doi.org/10.1145/3626234,Responsible AI Pattern Catalogue: A Collection of Best Practices for AI Governance and Engineering,2023,2023-10-05,111,article
trustworthy AI evaluation assurance auditing,36,https://openalex.org/W4402236457,https://doi.org/10.1186/s12911-024-02653-6,Trustworthy and ethical AI-enabled cardiovascular care: a rapid review,2024,2024-09-04,47,article
trustworthy AI evaluation assurance auditing,37,https://openalex.org/W4392052182,https://doi.org/10.3390/su16051790,AI-Powered Innovation in Digital Transformation: Key Pillars and Industry Impact,2024,2024-02-22,257,article
trustworthy AI evaluation assurance auditing,38,https://openalex.org/W4396775672,https://doi.org/10.3389/fdata.2024.1381163,Challenges and efforts in managing AI trustworthiness risks: a state of knowledge,2024,2024-05-09,45,article
trustworthy AI evaluation assurance auditing,39,https://openalex.org/W4287851275,https://doi.org/10.1109/mis.2022.3181504,"Decentralized AI: Edge Intelligence and Smart Blockchain, Metaverse, Web3, and DeSci",2022,2022-05-01,228,article
trustworthy AI evaluation assurance auditing,40,https://openalex.org/W4387956680,https://doi.org/10.1155/2023/4459198,Towards Risk‐Free Trustworthy Artificial Intelligence: Significance and Requirements,2023,2023-01-01,84,article
trustworthy AI evaluation assurance auditing,41,https://openalex.org/W4412202257,https://doi.org/10.3390/s25144357,"AI Trustworthiness in Manufacturing: Challenges, Toolkits, and the Path to Industry 5.0",2025,2025-07-11,42,article
trustworthy AI evaluation assurance auditing,42,https://openalex.org/W4366550162,https://doi.org/10.1145/3544548.3580959,What is Human-Centered about Human-Centered AI? A Map of the Research Landscape,2023,2023-04-19,212,conference-paper
trustworthy AI evaluation assurance auditing,43,https://openalex.org/W4379537208,https://doi.org/10.1007/s43681-023-00297-2,A principles-based ethics assurance argument pattern for AI and autonomous systems,2023,2023-06-06,39,article
trustworthy AI evaluation assurance auditing,44,https://openalex.org/W4386973901,https://doi.org/10.1109/jbhi.2023.3316750,"Large AI Models in Health Informatics: Applications, Challenges, and the Future",2023,2023-09-22,236,article
trustworthy AI evaluation assurance auditing,45,https://openalex.org/W4409883896,https://doi.org/10.1145/3706598.3713301,Towards AI Accountability Infrastructure: Gaps and Opportunities in AI Audit Tooling,2025,2025-04-25,32,conference-paper
trustworthy AI evaluation assurance auditing,46,https://openalex.org/W4301186400,https://doi.org/10.1007/s44206-022-00022-2,Continuous Auditing of Artificial Intelligence: a Conceptualization and Assessment of Tools and Frameworks,2022,2022-10-04,83,article
trustworthy AI evaluation assurance auditing,47,https://openalex.org/W4220657299,https://doi.org/10.3390/ijerph19063641,Sources of Risk of AI Systems,2022,2022-03-18,87,article
trustworthy AI evaluation assurance auditing,48,https://openalex.org/W4386580576,https://doi.org/10.1007/s44206-023-00063-1,Lessons Learned from Assessing Trustworthy AI in Practice,2023,2023-09-09,29,article
trustworthy AI evaluation assurance auditing,49,https://openalex.org/W4391750605,https://doi.org/10.30574/wjarr.2024.21.2.0460,The role of AI in transforming auditing practices: A global perspective review,2023,2023-02-28,36,article
trustworthy AI evaluation assurance auditing,50,https://openalex.org/W4401451913,https://doi.org/10.1007/s10462-024-10852-w,A review of evaluation approaches for explainable AI with applications in cardiology,2024,2024-08-09,65,article
trustworthy AI evaluation assurance auditing,51,https://openalex.org/W4376864642,https://doi.org/10.48550/arxiv.2305.02231,"Connecting the Dots in Trustworthy Artificial Intelligence: From AI Principles, Ethics, and Key Requirements to Responsible AI Systems and Regulation",2023,2023-05-02,35,preprint
